"DOTA_Tooltip_ability_Advanced_laser_note_lv5"				"[Преломление +]Добавить единицу к числу преломлений"
"DOTA_Tooltip_ability_Advanced_Acid_Sparay_note_lv5"			"[Липкий+]Эффект снижения скорости в секунду увеличен на 50%%"
"DOTA_Tooltip_ability_Advanced_Acid_Sparay_note_lv10"			"[Царская водка+]Эффект уменьшения брони увеличен до 35%%"
"DOTA_Tooltip_ability_Advanced_Acid_Sparay_note_lv15"			"[Коррозия]Увеличивает эффект снижения базовой брони на 50%% и снижает сопротивление магии противника на 20%%."
"DOTA_Tooltip_ability_Advanced_Acid_Sparay_note_lv20"			"[Химическая реакция]За каждый 1%% текущего здоровья юнита действует дополнительный эффект снижения базовой брони на 0,5%%."
"DOTA_Tooltip_ability_Advanced_Acid_Sparay_note_base_Info"      "основной урон:+2/Уровень<br/>Множитель атаки: +0,005/уровень<br/>Снижение брони: +0,3/уровень<br/>"	
"DOTA_Tooltip_ability_Advanced_Acid_Sparay_note_lv25_1"				"[Chemical Synthesis]Acid spray has a 20%% chance to generate an explosion of Advanced Unstable Concoction every second. The target is a random target in the area"
"DOTA_Tooltip_ability_Advanced_Acid_Sparay_note_lv25_2"				"[Brine Mixture]If the target has the debuff of Advanced Corrosive Haze, the base armor reduction effect caused by acid spray will be doubled, but the armor reduction of a single acid sparay will not exceed 60"
"DOTA_Tooltip_ability_Advanced_Acid_Sparay_note_lv25_3"				"[Lemon King]You turn into a lemon and can no longer attack. An 800 range acidic area will be created around you. Enemies entering this area will take 65%% more physical damage"




"DOTA_Tooltip_ability_Advanced_Focus_Fire_note_lv5"				"[уишен+]Каждая атака увеличивает скорость атаки еще на 8"
"DOTA_Tooltip_ability_Advanced_Focus_Fire_note_lv10"			"[Allround shot+]Trigger chance increased to 60%%"
"DOTA_Tooltip_ability_Advanced_Focus_Fire_note_lv15"			"[Фокус]Если это атакующий дальнего боя, он получит дополнительную дальность атаки 600 "
"DOTA_Tooltip_ability_Advanced_Focus_Fire_note_lv20"			"[Биполярное обращение]]Базовый процент силы атаки изменен с 25%% уменьшения на 25%% увеличения."
"DOTA_Tooltip_ability_Advanced_Focus_Fire_note_base_Info"       "Процент силы атаки:+1%%/Уровень<br/>Увеличение скорости атаки: +8/уровень<br/>"
"DOTA_Tooltip_ability_Advanced_Focus_Fire_note_lv25_1"				"[Focus Transfer]Change to passive ability, and the spell effect can be launched on a target after you give an attack command"
"DOTA_Tooltip_ability_Advanced_Focus_Fire_note_lv25_2"				"[Hubble Space Telescope]The cooldown time is reduced to 15 seconds, and the casting distance becomes infinite. You can attack the target no matter where you are"
"DOTA_Tooltip_ability_Advanced_Focus_Fire_note_lv25_3"				"[Minigun Turret]Change to switch ability, which can't move after being turned on, and will automatically attack the enemy within the range of ( attack range +1200). The effect of 'уишен' will return 0 stack when you switch the target"




"DOTA_Tooltip_ability_Advanced_Powershot_note_lv5"			"[Сломленная армия+]Также уничтожает целевое пассивное умение на время действия"
"DOTA_Tooltip_ability_Advanced_Powershot_note_lv10"			"[Взрыв+]Стрелы имеют вдвое большую дальность"
"DOTA_Tooltip_ability_Advanced_Powershot_note_lv15"			"[Истинный удар]Сила атаки рассчитывает полную силу атаки и игнорирует 50%% брони цели."
"DOTA_Tooltip_ability_Advanced_Powershot_note_lv20"			"[Экстремальная скорость]Атаки имеют 2%% шанс вызвать срабатывание навыков (но этот эффект не вызывает срабатывание атак), что увеличит время восстановления умений на 5 секунд и не сработает, когда КД больше 40."
"DOTA_Tooltip_ability_Advanced_Powershot_note_base_Info"    "Базовый урон: +10/уровень<br/>Коэффициент силы атаки: +0,1/уровень<br/>"
"DOTA_Tooltip_ability_Advanced_Powershot_note_lv25_1"				"[Eye of Wind]No longer has the knock back effect and turns into a 1-second root. The trigger probability of 'Экстремальная скорость' is increased to 5%%, and the cooldown time of each trigger is reduced to 2.5 seconds"
"DOTA_Tooltip_ability_Advanced_Powershot_note_lv25_2"				"[Cloud Piercing]The main effect will shoot 7 arrows, which can affect the same target, but will be destroyed after damage."
"DOTA_Tooltip_ability_Advanced_Powershot_note_lv25_3"				"[DingJun]The max channel time is increased to 5 seconds, and the channel of spells per second can increase the damage by 100%%. When the channel time exceeds 1 second, will also increase the influence radius of arrow, up to twice, and the cooldown time of ability is reduced to 5 seconds"










"DOTA_Tooltip_ability_Advanced_Blur_note_lv5"			"[Побег+]Дальность поиска увеличена до 1200, а буст-эффект каждого юнита увеличен на 50%%"
"DOTA_Tooltip_ability_Advanced_Blur_note_lv10"			"[Невидимый +]Дальность поиска увеличена до 1200"
"DOTA_Tooltip_ability_Advanced_Blur_note_lv15"			"[Невидимый Фантом]Длительность активного эффекта неуязвимости увеличена до 2 секунды, а время восстановления навыка уменьшено до 10 секунд."
"DOTA_Tooltip_ability_Advanced_Blur_note_lv20"			"[Скрытая тень]Когда вокруг есть дружественные юниты, вы можете быть невидимым на 1 секунду каждые 3 секунды, и невидимость не будет снята такими действиями, как атака"
"DOTA_Tooltip_ability_Advanced_Blur_note_base_Info"     "Шанс уклонения: +1%%/Уровень<br/>"
"DOTA_Tooltip_ability_Advanced_Blur_note_lv25_1"				"[Blur Stabilization]No longer has evasion effect. At the same time, your attack can't miss and attack damage is increased by 75%%"
"DOTA_Tooltip_ability_Advanced_Blur_note_lv25_2"				"[Fractal]'Latent Image' effect decreased from every 3 seconds to every 1.5 seconds"
"DOTA_Tooltip_ability_Advanced_Blur_note_lv25_3"				"[Defoaming]No longer has evasion effect. Change to 30 stacks of buff, each stack can completely block the enemy's damage once, and apply a dispel. Passively recover one stack per second or per 4 attacks"


"DOTA_Tooltip_ability_Advanced_Phantom_Strike_note_lv5"				"[Скорость+] длительность увеличена до 1,5 секунд"
"DOTA_Tooltip_ability_Advanced_Phantom_Strike_note_lv10"			"[Бог Син+]Скорость передвижения увеличена до 700, превысит лимит скорости передвижения."
"DOTA_Tooltip_ability_Advanced_Phantom_Strike_note_lv15"			"[Танец теней]Во время действия эффекта каждая атака имеет 20%% шанс на повторную атаку (через 0,1 секунды), которая может срабатывать несколько раз, но может срабатывать до 20 раз."
"DOTA_Tooltip_ability_Advanced_Phantom_Strike_note_lv20"			"[Секрет]Скрытность во время действия эффекта [Скорость]"
